Date,SPY,QQQ,IWM,EFA,EEM,AGG,TLT,LQD,HYG,GLD,VNQ,XLE
2021-12-31,448.05023193359375,387.456298828125,210.79762268066406,69.61018371582031,44.3075065612793,98.45069885253906,126.28459167480469,110.64788055419922,67.55316925048828,170.9600067138672,98.08368682861328,23.888925552368164
2022-01-03,450.64447021484375,391.1862487792969,213.5172576904297,70.06139373779297,44.624969482421875,97.777587890625,122.96959686279297,109.4706039428711,67.52210235595703,168.3300018310547,97.31430053710938,24.62926483154297
2022-01-04,450.49346923828125,386.11236572265625,213.19508361816406,70.45952606201172,44.47077178955078,97.76895904541016,122.45830535888672,109.56243896484375,67.351318359375,169.57000732421875,97.19593048095703,25.481525421142578
2022-01-05,441.84307861328125,374.2505187988281,205.97418212890625,69.8402099609375,43.74516296386719,97.46690368652344,121.79361724853516,108.9195327758789,66.83113861083984,169.05999755859375,94.41432189941406,25.477218627929688
2022-01-06,441.42791748046875,373.9875793457031,207.1492919921875,69.486328125,43.94470977783203,97.36337280273438,122.10892486572266,108.777587890625,66.83891296386719,166.99000549316406,94.49886322021484,26.045385360717773
2022-01-07,439.6828308105469,369.936279296875,204.75180053710938,69.68980407714844,44.34379196166992,97.07857513427734,121.23117065429688,108.3100357055664,66.66807556152344,167.75,93.87319946289062,26.40264320373535
2022-01-10,439.13568115234375,370.1796875,204.0410614013672,69.04395294189453,44.34379196166992,96.99227142333984,121.52943420410156,108.20983123779297,66.72241973876953,168.25999450683594,93.33209991455078,26.32086753845215
2022-01-11,443.1354675292969,375.74053955078125,206.2111053466797,69.79597473144531,45.36872100830078,97.17350006103516,122.33903503417969,108.53546905517578,67.03299713134766,170.2899932861328,93.475830078125,27.216157913208008
2022-01-12,444.3334655761719,377.2306213378906,204.676025390625,70.47721862792969,46.12154006958008,97.17350006103516,121.87026977539062,108.46033477783203,67.14168548583984,170.74000549316406,93.58575439453125,27.267810821533203
2022-01-13,438.211181640625,367.7937927246094,202.7996826171875,69.96407318115234,45.46848678588867,97.34611511230469,122.95259094238281,108.80265045166016,66.90103149414062,170.16000366210938,93.39974212646484,27.13007354736328
2022-01-14,438.3904113769531,370.0823059082031,203.08395385742188,69.8932876586914,45.450347900390625,96.8023910522461,121.09480285644531,107.84245300292969,66.83891296386719,169.6699981689453,92.55428314208984,27.767112731933594
2022-01-18,430.62677001953125,360.8694763183594,196.94345092773438,68.86701202392578,44.64310836791992,96.21556854248047,119.39041137695312,106.81546020507812,66.51280212402344,169.38999938964844,91.58197784423828,27.8790225982666
2022-01-19,426.1552429199219,356.9057922363281,193.740478515625,68.80508422851562,44.833580017089844,96.42266082763672,120.21707153320312,106.98245239257812,66.45068359375,172.0800018310547,90.34756469726562,27.67672348022461
2022-01-20,421.4384460449219,352.2702331542969,190.23426818847656,68.46887969970703,45.096614837646484,96.47445678710938,120.95846557617188,106.92400360107422,66.32647705078125,171.64999389648438,89.18927001953125,27.42276382446289
2022-01-21,413.1654052734375,342.5022277832031,186.67124938964844,67.53993225097656,44.443565368652344,96.85420227050781,122.39867401123047,107.62537384033203,66.334228515625,171.08999633789062,88.96943664550781,26.880422592163086
2022-01-24,414.9200439453125,344.07012939453125,190.9734344482422,66.86753845214844,43.817726135253906,96.74200439453125,121.3930892944336,107.2913818359375,66.26435852050781,172.02999877929688,89.1385498046875,27.06120491027832
2022-01-25,409.85430908203125,336.0941162109375,188.42433166503906,66.46056365966797,43.7360954284668,96.64708709716797,121.19709014892578,106.99080657958984,66.07026672363281,172.5800018310547,88.78343963623047,28.1114559173584
2022-01-26,408.8260192871094,335.5682373046875,185.70465087890625,66.20399475097656,43.18281555175781,96.10338592529297,119.73130798339844,106.26441955566406,65.84512329101562,169.7899932861328,87.39686584472656,28.06410789489746
2022-01-27,406.8072814941406,332.1888732910156,181.48776245117188,65.89434814453125,42.6839599609375,96.42266082763672,121.92998504638672,106.50652313232422,65.55784606933594,167.60000610351562,85.95110321044922,28.369720458984375
2022-01-28,416.9105224609375,342.60931396484375,185.0223846435547,66.11551666259766,42.892581939697266,96.49172973632812,121.97256469726562,106.62340545654297,65.74415588378906,167.10000610351562,88.73271942138672,28.249195098876953
2022-01-31,424.41943359375,353.5653991699219,190.69863891601562,67.07986450195312,44.29844665527344,96.48310852050781,121.34201049804688,106.67350769042969,65.75971984863281,168.08999633789062,89.82337188720703,28.37401580810547
2022-02-01,427.28729248046875,355.97088623046875,192.7075653076172,67.71688842773438,44.57054138183594,96.4493637084961,120.93919372558594,106.85086059570312,66.02074432373047,168.22999572753906,89.50209045410156,29.385536193847656
2022-02-02,431.4379577636719,358.8633117675781,190.79335021972656,68.2211685180664,44.497982025146484,96.55310821533203,121.3487777709961,106.8592300415039,66.12202453613281,168.83999633789062,90.64347839355469,29.480226516723633
2022-02-03,421.29705810546875,344.3135986328125,187.18295288085938,67.14179992675781,44.026336669921875,96.16416931152344,120.40152740478516,105.99760437011719,65.52985382080078,168.60000610351562,89.67964935302734,29.200441360473633
2022-02-04,423.2781066894531,348.6571044921875,187.98843383789062,67.3010482788086,44.13518524169922,95.55921936035156,118.62650299072266,104.94358825683594,65.27271270751953,168.86000061035156,88.79190063476562,29.656702041625977
2022-02-07,421.91961669921875,345.852294921875,188.91709899902344,67.41605377197266,44.04447937011719,95.64563751220703,118.70332336425781,105.13594818115234,65.22598266601562,170.11000061035156,88.66508483886719,30.035484313964844
2022-02-08,425.39117431640625,349.738037109375,192.1389923095703,67.76109313964844,44.47077178955078,95.3517837524414,117.90970611572266,104.7427978515625,65.1558609008789,170.6300048828125,88.25077819824219,29.389835357666016
2022-02-09,431.61724853515625,357.1493225097656,195.78732299804688,68.85816955566406,45.16917037963867,95.41232299804688,118.131591796875,105.0941390991211,65.4986801147461,171.2100067138672,90.2461166381836,29.635183334350586
2022-02-10,423.8629455566406,349.06610107421875,192.78335571289062,67.98228454589844,44.86985778808594,94.53076171875,116.25415802001953,103.66365051269531,64.6338119506836,170.55999755859375,88.11550903320312,29.45009422302246
2022-02-11,415.5048828125,337.9931945800781,190.83128356933594,66.95600891113281,44.18960189819336,95.15303802490234,117.97796630859375,104.43325805664062,64.40782928466797,173.80999755859375,87.31231689453125,30.306655883789062
2022-02-14,414.146484375,338.4118957519531,190.1679229736328,66.52249145507812,43.8812141418457,94.59992218017578,116.51016998291016,103.50471496582031,64.2987289428711,174.74000549316406,86.51756286621094,29.592140197753906
2022-02-15,420.8254089355469,346.8261413574219,195.2661590576172,67.74342346191406,44.833580017089844,94.44435119628906,115.18743896484375,102.98606872558594,64.40782928466797,173.0800018310547,87.29540252685547,29.28223419189453
2022-02-16,421.29705810546875,346.73858642578125,195.67361450195312,67.99998474121094,45.16010284423828,94.55671691894531,115.87018585205078,103.13664245605469,64.76622772216797,174.86000061035156,87.70122528076172,29.518966674804688
2022-02-17,412.2975158691406,336.4252014160156,190.66070556640625,66.90290832519531,44.634033203125,94.75548553466797,116.73208618164062,103.2119140625,64.49353790283203,177.25,86.77120971679688,29.471622467041016
2022-02-18,409.6278991699219,332.588134765625,189.02133178710938,66.61981201171875,44.18960189819336,94.95426940917969,117.96090698242188,103.4629135131836,64.5870361328125,177.1199951171875,86.24701690673828,29.29083824157715
2022-02-22,405.2319641113281,329.24774169921875,186.35850524902344,65.84124755859375,43.56376647949219,94.85054016113281,118.26812744140625,103.32903289794922,64.43898010253906,177.49000549316406,85.93418884277344,28.817365646362305
2022-02-23,398.0436706542969,320.8140563964844,182.8712921142578,65.30157470703125,43.05583953857422,94.42707061767578,116.63818359375,102.3921127319336,64.32212829589844,178.2899932861328,84.51378631591797,29.114360809326172
2022-02-24,404.03387451171875,331.5946960449219,187.66622924804688,64.42568969726562,42.16696548461914,94.59992218017578,116.71499633789062,102.8773422241211,64.78181457519531,177.13999938964844,85.93418884277344,28.886228561401367
